GeoUID_2001,Area (sq km)_2001,Population_2001,Dwellings_2001,Households_2001,Total male population_2001,Total female population_2001,Population change (%)_2001,Never married_2001,Divorced_2001,Widowed_2001,Movers_2001,Non-movers_2001,Canadian citizens_2001,Migrants_2001,Non-migrants_2001,Internal migrants_2001,External migrants_2001,Visible minority_2001,Non-visible minority_2001,Non-Canadian citizens_2001,Non-immigrants_2001,Immigrants_2001,Non-permanent residents_2001,Married couples_2001,Common-law couples_2001,Owned housing_2001,Rented housing_2001,Median household income $_2001,High school or Secondary degree_2001,College or CEGEP degree_2001,"Trades certificate, diploma or apprenticeship_2001",Apartment with fewer than five stories_2001,Apartment with five or more storeys_2001,Row house_2001,Single-detached house_2001,Semi-detached house_2001,Movable dwelling_2001,Other single-attached house_2001,Major repairs_2001,Band housing_2001,English only_2001,French only_2001,Allophone _2001,Average gross rent ($)_2001,Average value dwelling ($)_2001,English and French_2001,English and non-official language(s)_2001,French and non-official language(s)_2001,"English, French, and non-official language(s)_2001",Employed_2001,Unemployed_2001,Population 0 to 9_2001,Population 10 to 19_2001,Population 20 to 29_2001,Population 30 to 39_2001,Population 40 to 49_2001,Population 50 to 59_2001,Population 60 plus_2001,No certificate or diploma_2001,Regular maintenance_2001,Public transit_2001,Walked_2001,Bicycle_2001,Transportation other methods_2001,Transportation vehicle driver_2001,Transportation vehicle non-driver_2001,Bachelors degree or higher_2001
4620066.01,0.2043,2858,1764,1470,1395,1460,4.4,1715,160,55,760,1945,2005,410,350,175,235,1160,1580,730,1260,1250,230,315,120,240,1235,30480,200,370,140,305,1080,70,5,0,0,10,160,0,550,835,1245,651,169046,50,15,30,15,1395,175,45503525,20206555,215215250195,17015512085,100608580,95605565,50504050255520555700120,105135365,1065250,220215,270200,100,101010000,190115,1025,1020
4620066.02,0.1541,2022,1619,1425,1060,960,0.9,1165,195,155,615,1370,1685,265,350,145,125,525,1480,325,1245,650,115,170,80,95,1335,17377,265,280,60,485,905,25,10,0,0,0,140,0,655,665,610,494,180072,30,40,10,0,900,145,20251510,10103035,130140145130,1301059045,70256545,65455555,555045454555404535402555,120125210,950345,155110,135145,200,0000100,105110,100,605
4620067.0,0.1763,1765,842,795,855,910,-3.9,770,150,70,185,1550,1535,75,115,35,40,925,820,210,1070,645,30,175,110,270,525,35423,140,230,75,500,70,170,10,0,0,5,40,0,595,535,520,495,130673,15,0,60,20,775,65,60506575,60506550,45808090,95808075,100805570,40553540,2030152515201020101505,1457565,570180,170155,7080,00,000000,16070,010,430
4620068.0,0.1913,2088,700,675,1050,1035,6.6,740,150,35,265,1635,1830,40,225,25,10,1575,365,110,1065,875,0,195,20,30,645,18211,175,150,80,505,55,115,5,5,0,0,55,0,730,315,830,364,124951,35,15,10,0,435,190,100100125125,11011595100,80405045,507075100,105857080,70555035,2025202010205105550,21515055,390230,65130,2070,00,000000,7020,100,120
4620069.0,0.7051,1706,1028,880,925,785,-4.2,730,200,40,210,1450,1525,90,115,45,45,395,1270,140,1105,530,35,270,145,530,350,68036,145,260,65,435,235,105,10,5,0,90,35,0,425,725,485,730,160651,20,10,10,10,1135,75,20252520,20152520,606510080,956010070,907010090,100807050,50552530202520205500,4050140,560285,7030,180195,00,0000150,310175,2025,750
4620070.0,0.6222,527,466,320,330,195,101.9,360,40,10,140,385,485,55,85,35,20,30,495,45,445,60,20,45,60,170,160,62027,15,120,30,95,125,0,0,0,0,95,25,0,85,375,55,715,182481,10,0,0,0,400,10,5000,5000,50307045,55304515,45151510,155105,505505500005,152040,24560,2020,10545,00,000000,9555,1010,245
4620071.0,0.4443,0,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,xxxx,xxxx,xxxx,xxxx,xxxx,xxxx,xxxxxxxxxxxx,xxx,xx,xx,xx,xx,xxxxxx,xx,xx,x
4620072.0,2.5825,3383,1794,1610,1630,1745,-6.6,1330,335,240,550,2775,3215,185,370,145,35,430,2945,160,2950,410,15,355,195,465,1140,23603,360,215,210,1165,180,180,5,5,0,75,190,0,1420,1555,315,403,97967,65,15,0,10,1315,240,110110125110,11012011590,10011595130,115130155160,145130130120,120908090,807555904070305515351525,590180115,945475,185285,3595,1010,0025000,400165,2540,290
4620073.0,0.3584,1065,658,590,560,505,3.4,485,105,65,375,690,985,120,260,90,30,120,955,85,930,100,45,120,60,95,495,16381,100,65,80,420,80,50,0,5,0,35,60,0,185,760,100,423,159459,10,0,10,10,385,60,30303030,15202030,45405540,55456035,55454550,35253030,202015251520101501055,1757540,390140,6560,3525,100,000000,12545,00,80
4620074.0,0.3994,3644,1818,1640,1870,1770,-0.2,1600,315,175,790,2780,3405,285,500,185,105,535,3100,230,3100,505,35,350,215,500,1140,25209,325,305,240,1490,0,60,25,15,0,40,250,0,1235,1950,385,475,97807,60,10,0,0,1410,280,120125125140,135115115100,145135140150,160160185150,185150145130,1301158070,555560604045354010201010,560155165,810585,305310,4580,4010,0010000,310140,4025,445
4620075.0,0.3128,2660,1347,1250,1310,1350,2.8,1120,260,145,505,2130,2390,95,410,55,40,590,2070,270,2170,445,45,265,155,180,1065,25187,230,210,105,1140,75,10,0,0,0,20,120,0,305,1765,530,456,110699,50,0,0,0,970,175,8580105105,70807080,90105110125,120100105100,1309010580,70807070,6075506035451535525510,445160110,850285,220250,3575,3510,0000100,22560,015,160
4620076.0,0.3762,2458,1273,1175,1225,1235,11.6,1085,260,155,445,1885,2245,170,275,145,25,435,1925,115,1975,360,20,215,175,205,970,21755,185,280,130,1015,85,50,5,0,0,20,80,0,325,1660,305,434,119011,20,0,40,10,1010,180,70759565,85655560,8590100110,115100120100,13511510090,85605545,35653545254020351025545,34085130,785310,220175,4050,3510,10100000,275130,035,290
4620077.0,0.4452,2289,1021,965,1100,1185,0.3,895,230,120,375,1685,1870,75,295,60,15,1130,960,220,1235,770,80,220,75,295,665,25746,135,225,80,515,220,60,0,135,0,0,80,0,440,800,785,415,141415,30,10,20,0,800,95,85809590,55657550,75857075,659010585,901108580,70756060,556540403535303015201050,23560115,595290,75180,5535,015,0010000,195115,020,455
4620078.0,0.4048,3317,1751,1660,1605,1715,7.8,1375,380,195,520,2745,3010,140,380,135,10,1105,2215,305,2185,1100,35,345,245,710,945,35080,265,360,130,825,455,270,0,5,0,0,60,0,540,1610,1095,506,165208,15,25,30,0,1575,175,11085100100,85758095,95110125125,145140170160,155165145150,1151257085,457050603055256525351545,215165210,1270325,265280,85100,2510,0010000,400255,3030,905
4620079.0,0.6283,3815,2098,1920,1875,1940,-5.5,1805,330,215,840,2945,3560,320,515,250,75,695,3120,255,3145,620,50,375,235,240,1675,23534,335,395,245,1560,120,145,20,10,0,35,185,0,495,2660,560,487,110686,60,10,15,10,1545,275,10590110100,9011095120,195200195180,200175180145,155140145130,11011070105,657055704065355525401025,460145245,1195530,350355,9085,600,0100000,235130,2045,535
4620080.0,0.0904,743,428,380,395,350,-9.5,475,55,15,285,450,725,60,225,60,0,50,690,20,580,165,0,45,65,60,320,39003,20,145,10,380,0,0,5,0,0,0,105,0,265,350,70,667,108636,25,0,0,30,545,0,20101515,1010105,60709570,55453530,20201025,2020510,0510055055000,502570,140135,145135,1540,1015,000000,9035,00,235
4620081.0,0.2638,2294,1313,1190,1205,1095,-1.9,1260,180,90,585,1685,2130,145,440,80,65,380,1895,145,1795,440,40,200,220,160,1030,28809,165,355,95,1155,0,0,5,5,0,15,185,0,410,1410,390,492,173714,40,10,20,0,1215,105,50455545,45405565,130140155135,135110150115,1059510070,65655030,3030203530352020510510,24585140,665340,250340,6565,150,000000,275120,1510,505
4620082.0,0.2732,2035,1060,945,990,1045,0.2,960,200,110,480,1520,1930,165,315,150,10,405,1610,90,1735,275,0,180,130,70,875,18768,225,225,125,820,110,0,5,0,0,5,110,0,270,1440,260,516,163814,40,0,0,0,795,160,60606575,65505570,120105110120,105908080,95657075,45454055,3030203020301530515010,2709580,595240,150190,2540,100,000000,215105,1525,170
4620083.0,0.45,3008,1602,1455,1520,1485,-3.2,1430,270,160,590,2370,2870,165,420,145,20,265,2745,140,2710,220,85,305,235,240,1215,25538,340,220,205,1305,0,35,5,15,0,40,175,0,325,2445,195,505,111718,50,0,0,0,1380,200,70808580,60859070,165150150140,150110135115,140105115130,105856055,505045504070305515351025,365195110,740545,315240,9070,1010,0000010,370140,1045,445
4620084.0,0.3866,1668,833,750,795,870,0.9,620,165,250,350,1050,1295,125,225,75,50,435,985,120,1075,260,85,150,80,145,605,19691,170,95,80,605,100,20,5,10,0,10,100,0,130,940,320,521,75315,0,25,10,0,505,85,35305040,50403530,30455550,45557570,70404555,40354035,554040453560305525552595,2556565,510145,90130,200,1010,000000,11580,1020,120
4620085.0,1.2596,734,347,285,400,330,7.3,320,75,30,140,580,645,50,90,35,10,80,645,80,600,110,10,55,60,75,220,27830,85,85,70,275,0,0,5,0,0,10,45,0,35,595,70,480,146262,20,0,0,0,355,35,20152035,25153015,35303530,40253530,45403020,25201010,20101010155050505,100300,18065,6560,3010,00,000000,8065,100,70
4620086.0,0.523,3724,2113,1910,1720,2000,-6.9,1435,335,405,610,3005,3505,255,360,230,25,300,3370,165,3090,500,70,510,260,600,1310,33279,425,425,205,1500,100,60,145,80,0,10,140,0,345,2710,570,504,126091,10,15,10,0,1860,165,60658065,70608590,125110155140,145130145135,145170130155,130135105115,9010585100801156514530801570,550200130,1400370,320485,2530,150,10100000,490325,2550,510
4620087.0,0.2615,3057,1456,1305,1505,1555,2,1220,265,145,605,2380,2865,170,435,125,50,740,2315,190,2425,625,10,350,230,295,1005,26047,430,205,250,1135,75,65,5,0,0,10,95,0,250,2130,620,484,94818,20,10,20,15,1310,175,9095125110,11595110105,125120130125,130125130120,140135100120,951057065,406540553055204015151015,385165115,760450,170325,3555,1010,1000000,435165,045,170
4620088.0,0.3338,3704,1897,1835,1710,1990,-0.3,1385,320,395,610,3055,3515,140,475,125,15,275,3415,180,3280,385,25,470,245,490,1345,27523,445,310,270,1610,185,0,10,0,0,20,180,0,375,2790,420,499,104473,55,0,30,20,1580,190,75909575,9590120105,115105110130,115105130140,175180130125,110105105130,8010070130751306011535802055,67519080,1175485,180315,6565,1510,000000,515315,2045,160
4620089.0,0.5139,4882,2443,2360,2345,2535,-0.6,1830,455,350,695,4170,4635,305,385,230,70,440,4440,250,4140,710,30,720,320,770,1590,33408,730,510,380,2175,5,5,85,10,0,45,170,0,540,3420,810,527,126698,60,25,25,0,2395,220,10590125120,105105120105,160140165180,195170210195,205240220200,170200130120,1001301001401051508013530601545,515310260,1515670,465585,3570,1010,100100015,730350,1040,355
4620090.0,0.4481,4442,2192,2140,2035,2405,1.9,1545,460,355,545,3760,4045,275,275,215,55,530,3850,340,3430,905,50,670,270,875,1265,35162,645,425,320,1625,75,20,125,20,0,135,140,0,435,2870,1005,478,120382,30,25,15,0,2055,150,959095115,9095130120,135135145150,140140155165,175190195225,17518595140,105130110135751207513530851060,400220150,1400600,305635,2595,300,0010000,535315,3050,550
4620091.0,1.0616,0,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,xxxx,xxxx,xxxx,xxxx,xxxx,xxxx,xxxxxxxxxxxx,xxx,xx,xx,xx,xx,xxxxxx,xx,xx,x
4620092.0,0.5604,6442,2857,2795,2995,3440,0.7,2165,565,520,835,5335,5775,390,445,275,115,765,5435,430,4790,1325,90,1025,355,950,1850,32483,875,530,435,2300,85,110,25,165,0,60,305,0,605,3925,1555,554,133143,55,45,10,10,2780,330,140120170170,170165180200,195195215210,200195245250,270315245275,210215150205,150150140215145185901554510540100,755340285,1820670,400595,95120,150,000000,830470,3070,560
4620093.0,0.7725,3257,1591,1475,1600,1655,4.2,1340,300,175,785,2385,3105,230,550,230,0,240,2970,110,2830,385,0,400,235,525,960,32953,505,290,310,1285,25,50,15,0,0,55,110,0,335,2475,350,535,98326,30,20,10,0,1520,185,909010095,1109012095,115125125145,135120140135,140140115120,1151158585,605555654555407510351520,40017565,910455,140330,4065,200,25000010,455285,2560,225
4620094.01,1.7814,5672,2905,2735,2815,2855,3.4,2210,490,275,1040,4540,4745,405,640,230,175,1975,3685,915,3365,2080,215,745,195,420,2315,26966,625,720,360,2475,95,105,15,10,0,5,360,0,2465,835,2160,481,139159,105,40,45,10,2575,375,170160150150,135145180135,285290255290,300260300230,225210180185,150165110130,1001158511090100458520552045,465425295,1510865,520645,8565,2010,10000010,655365,5055,780
4620094.02,1.9562,0,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,xxxx,xxxx,xxxx,xxxx,xxxx,xxxx,xxxxxxxxxxxx,xxx,xx,xx,xx,xx,xxxxxx,xx,xx,x
4620095.0,0.2261,1877,1144,1070,855,1020,0.8,1085,175,45,620,1245,1650,245,375,150,95,405,1465,225,1300,510,60,145,105,95,975,32210,105,385,110,845,135,20,5,30,0,35,145,0,960,415,425,583,232582,45,20,0,0,1130,155,40353535,25303555,115195155160,1301007585,75705065,30552525,202515201515515520015,95120140,460475,270365,1080,00,0101501010,15090,1020,650
4620096.0,0.1863,2233,1103,1040,1090,1140,1.3,1040,225,75,590,1595,2075,200,390,130,65,475,1745,135,1700,500,15,240,170,300,740,40054,110,345,115,780,15,5,0,15,5,0,225,0,1070,695,385,686,153631,30,10,10,10,1265,120,65706565,45456055,105125120125,13510511085,11511065100,55705045,30402530203510251015010,125100185,460360,200275,3550,3515,0000010,285175,030,730
4620097.01,0.3529,6040,3392,3215,2870,3170,5.2,2420,575,265,1350,4605,4840,525,825,270,260,2255,3755,1180,3070,2645,290,800,265,385,2835,26800,555,720,315,1750,1325,50,5,20,0,10,355,0,2415,1100,2300,542,163132,85,80,40,0,2795,465,185170150160,160110110140,185220310315,320350340305,295235230225,17019095155,9011070135701255512030651555,455265485,1920945,545580,12595,500,020100150,665405,3050,1705
4620097.02,0.3929,3487,2022,1935,1625,1860,10.7,1405,330,270,835,2465,2725,390,445,220,170,1110,2230,615,1865,1300,180,445,135,165,1765,23579,290,515,200,680,1045,0,10,0,0,5,135,0,1285,635,1310,562,185794,15,50,40,15,1490,285,85806580,65556580,115155180180,210175170140,150135115115,90907070,5075606050804085257020125,195215290,1290510,265370,7560,250,01000150,375170,1035,800
4620098.0,1.0272,5372,2289,2190,2550,2820,-1.1,1550,350,280,660,4610,4895,205,455,135,70,1065,4270,440,3445,1830,65,1015,155,1195,1000,45633,365,620,230,1195,0,40,425,350,5,5,155,0,2610,730,1750,634,177365,95,70,20,50,2565,245,155160175180,150150185170,175170145140,175185220225,210215215235,195215115150,105120100145901156512045652565,280230360,1220825,295420,4590,2520,0000020,840515,3065,1560
4620099.0,0.689,4206,2465,2080,1810,2395,-1.7,1355,370,440,765,3350,3900,210,560,105,100,700,3450,250,2905,1180,70,680,190,850,1230,34302,330,435,185,675,610,20,235,500,0,0,165,0,2035,1210,800,496,203050,40,0,35,20,1865,215,808590110,110105100130,115125115125,115135125140,125135150185,145170105140,951008513065150951756514025120,350245345,1290620,205405,2055,1510,00100200,520355,20110,1255
4620100.0,0.8131,7483,3487,3375,3485,4000,7.3,2330,580,465,1230,6105,6355,480,745,175,305,2130,5305,1080,4215,2955,265,1275,240,1065,2310,32357,680,775,380,1960,815,5,165,335,0,30,260,0,3195,1110,2880,548,183658,100,95,30,15,3250,430,215180235230,190240245190,245230230260,290315345350,245295260300,215255150185,140185150165130185901755514055110,595440520,20951020,510735,65130,4010,0101501015,875440,6595,1685
4620101.01,0.3554,4165,1963,1885,1895,2270,-0.1,1215,280,285,620,3500,3530,170,450,90,80,1555,2595,625,1895,2105,150,760,70,665,1220,32161,500,495,205,940,755,10,55,110,0,0,115,0,1680,455,1915,561,165275,25,60,20,0,1660,200,130110115110,140125125110,110125145145,135150140150,130185130135,10515575120,7513585100901257515060903055,345210330,1185585,180400,5065,00,0102501015,450245,3570,635
4620101.02,0.3634,4001,1663,1620,1820,2180,7.5,1270,265,205,680,3100,2975,190,490,60,125,2125,1705,860,1515,2170,150,595,90,345,1280,25631,380,510,210,1490,5,0,25,80,0,5,215,0,1415,490,1690,522,162828,30,95,105,15,1565,210,160140125115,115110125120,125155130165,160180150160,130170140170,10512070100,859545754585456530553090,260195300,890510,305400,030,1010,0000200,430175,1025,665
4620102.0,0.5925,4137,2121,2055,1880,2260,0.1,1490,405,215,550,3515,3790,180,370,160,20,670,3440,320,2895,1180,35,645,235,800,1260,49929,260,535,175,1265,240,105,165,215,0,15,320,0,1765,1260,865,654,204739,140,30,45,10,2290,190,1059590110,125959090,115120150185,160190190170,175205145200,150165110155,5590607545905510530603060,260120320,1060680,280355,4060,3520,0000100,635540,1030,1490
4620103.0,0.3394,2425,1101,1065,1180,1245,2.8,890,215,85,350,2040,2300,85,265,90,0,210,2215,125,1910,485,30,370,180,625,445,71762,150,235,20,515,5,115,55,370,5,5,85,0,950,1070,325,544,248139,60,20,0,0,1460,45,65608085,70808075,65658095,10090120100,105120110125,951007565,40453545203515255301010,75120110,505475,175200,2540,1010,00001010,425340,1065,1065
4620104.0,0.3778,2908,1141,1130,1345,1565,3.3,1010,205,130,305,2495,2680,70,230,70,0,200,2645,165,2280,550,15,485,170,725,400,75738,105,270,90,385,100,90,95,450,0,5,180,0,850,1595,315,609,273244,80,0,0,0,1480,105,95859095,859511595,801057090,908595125,130135115145,11013590100,506530403545355020401045,6585140,480465,215255,6540,2510,0100000,350310,1030,1285
4620105.0,0.3063,3518,1693,1650,1605,1910,4.1,1335,355,140,610,2830,3235,180,425,120,60,225,3265,250,2650,795,45,515,240,670,980,58031,100,445,85,1410,120,40,10,30,0,0,140,0,1265,1585,520,808,207274,85,20,0,10,2110,140,90909075,95808095,85135130165,185170155165,140170140175,13516585110,557040604065305015401535,8585160,910595,260365,95100,1025,0015000,515465,1060,1735
4620106.0,0.225,1894,912,885,880,1015,-1.1,785,205,100,385,1365,1605,100,285,65,40,260,1505,160,1210,510,50,240,100,275,605,50098,140,180,80,365,280,210,10,5,5,0,135,0,555,865,315,690,204214,25,0,10,0,1150,30,40353030,40555065,80758585,90906580,65856080,100904570,40453035152020251530530,5065135,490265,270230,1550,100,0100000,185205,1530,745
4620107.0,0.1663,1357,819,730,650,705,-3.3,700,135,35,315,1010,1145,150,170,130,20,365,995,210,795,530,30,130,95,100,630,30669,95,215,55,465,205,15,5,5,0,10,130,0,430,400,490,654,151306,15,10,15,0,720,150,20303030,30152545,95958075,85807055,55604040,45452525,2030152010201025515520,3080220,380225,120165,3060,00,000000,125100,1015,425
4620108.0,0.5698,3900,1671,1565,1710,2190,-1.3,1390,265,220,450,3140,3340,150,300,60,90,540,3120,325,2635,915,110,655,150,655,905,61012,210,355,105,440,355,225,45,495,0,5,235,0,1455,1325,785,853,315648,55,30,10,0,1890,100,10510580110,105115105110,115150130105,120125150145,120160130155,14517095125,609055906510045110509525130,14580210,765560,205320,6090,100,0201501010,490350,1035,1645
4620109.0,0.1755,2031,1098,1030,1000,1030,2.4,870,185,105,400,1595,1775,140,255,90,50,560,1445,230,1120,825,60,295,75,195,835,40373,150,345,140,775,170,5,35,10,0,0,125,0,775,520,630,657,189545,65,10,0,0,1145,115,50354540,35354555,10575120125,12010511080,75807580,65753560,353020402035203515202020,12060215,570330,190250,2025,00,0000100,305180,040,600
4620110.0,0.2389,3805,2076,1975,1725,2080,6.9,1515,355,150,1020,2715,2960,340,670,195,155,1085,2720,845,2015,1655,135,520,165,220,1755,28943,265,430,185,1255,625,40,5,5,0,0,285,0,1110,1115,1505,593,147423,20,0,45,0,1970,195,11011095110,80758095,135165175225,215230195235,160145135155,1201055590,407535503555205515601040,230140380,1080610,395495,4580,1515,0100000,430265,1060,1240
4620111.0,0.735,6737,3055,2920,3185,3550,5,2060,540,505,1065,5445,5765,295,760,115,185,2285,4295,815,3205,3180,200,1110,210,955,1965,34858,695,785,500,1595,695,70,80,85,0,105,335,0,2120,1855,2375,594,168513,45,120,65,0,3040,270,220180195160,170195165180,190195250225,295305280275,245265230260,215250140175,12517013015095145951606511575155,485260450,1625960,455720,120100,100,1015100100,815470,20120,1360
4620112.01,0.6427,5283,1768,1720,2505,2775,4.8,1385,195,245,700,4410,4200,210,490,25,185,3195,2060,1050,2125,2980,150,895,100,395,1330,30503,375,485,240,1570,90,5,5,25,0,0,170,0,1315,715,2885,519,174346,25,190,85,25,1880,270,255265245255,215210170170,170180160180,190235230215,190225160170,10512080110,10012570906575457025553035,580205295,980570,395440,3085,00,0000010,520195,6090,670
4620112.02,0.2803,4431,2045,2005,1980,2450,6.4,1095,310,495,705,3640,3395,260,445,125,130,2240,2170,1010,1450,2870,80,730,60,205,1805,20560,435,505,165,1170,805,0,0,0,0,15,225,0,1185,450,2515,477,157700,45,160,40,10,1670,275,165180145145,130110125100,95120110140,145190200235,160200130145,951055595,9085759090140751256011545140,460320350,1265525,340470,2595,150,000000,405195,4515,665
4620113.0,0.5027,5378,2255,2185,2505,2875,5.2,1780,375,275,795,4385,4095,380,420,185,195,2075,3215,1190,2185,2915,190,915,180,400,1780,37412,410,565,405,1945,5,0,10,45,0,0,275,0,1300,1310,2385,632,187584,70,95,95,25,2555,345,180165135125,170160170170,235245205245,220240210255,210230180230,180195105135,809545756090507520555085,280220530,1130775,435705,65170,015,00150010,590235,2550,1390
4620114.0,0.286,2014,950,890,980,1035,-1,670,140,115,345,1600,1625,125,225,65,60,480,1505,355,1050,880,60,360,55,280,610,49981,130,235,75,415,195,10,150,115,0,0,80,0,675,635,640,823,341966,15,10,10,10,985,150,50455045,55505555,1108010580,85858060,50756575,50706565,405535303050354520351545,8565190,520290,130160,2045,00,000000,325135,030,780
4620115.01,0.2186,2056,954,870,975,1085,1,645,130,110,315,1700,1790,145,170,90,55,360,1680,250,1060,955,25,395,75,340,530,51980,100,185,45,455,0,165,60,115,0,0,100,0,520,680,735,795,341257,40,0,55,0,1065,75,50704055,70606560,80858575,85757580,75606585,85855575,45503540304025351540525,3050115,430340,165145,5040,00,01000100,260210,1510,925
4620115.02,0.4275,5997,3802,3635,2630,3370,5.3,2750,630,410,1495,4425,4630,745,750,375,370,1605,4390,1365,2990,2550,455,750,285,155,3485,34810,440,750,230,710,2830,5,10,5,0,0,255,0,1055,2720,1960,712,89971,80,50,115,10,2820,370,85906570,5560120110,265310345375,315290235200,160200155190,165210130225,105200110185120225100200601504590,230145600,23751005,475665,130170,1520,1015100100,560455,2040,2730
4620116.0,0.6399,7329,3246,3085,3340,3990,6.2,2550,510,515,1420,5310,5150,635,790,225,405,3525,3305,1685,2840,3625,370,1080,215,395,2685,26796,580,975,240,2620,195,20,85,105,0,5,405,0,1195,2160,3165,543,190836,80,150,80,0,2905,380,265225210200,170170155170,335350310360,320375340325,245250200250,180195110165,1051659514090135951305513570260,290190530,16301045,575715,145230,1015,00450020,570225,20100,2140
4620117.0,0.2725,4704,1571,1540,2070,2635,1.6,1240,205,405,830,3380,2900,280,550,80,200,3150,1140,1390,1275,2705,305,795,60,195,1345,19644,480,320,195,1365,145,0,0,5,0,0,240,0,725,510,2715,600,156850,60,185,60,35,1580,345,205175150185,115100130135,160180145190,205200205205,150210120160,1051406095,65804575457550954010575240,480170330,880415,315425,90150,00,101000100,30090,4555,710
